Date,Strategy_Drawdown,SPY_Drawdown
2024-10-31,-0.0215759046296915,-0.02728406711614384
2024-11-01,-0.01964310271636449,-0.023178767476988882
2024-11-04,-0.02745298557472442,-0.025282749483728884
2024-11-05,-0.014275794659952878,-0.01349664550002172
2024-11-06,0.0,0.0
2024-11-07,-0.001012325178237683,0.0
2024-11-08,-0.0005100259773398452,0.0
2024-11-11,-0.006436615853192218,0.0
2024-11-12,-0.008498691626520172,-0.003106343791748234
2024-11-13,-0.011022229754660495,-0.0026220832955031748
2024-11-14,-0.013272539429177388,-0.009035344167888093
2024-11-15,-0.020543357907588544,-0.021728323324556764
2024-11-18,-0.018571111635009574,-0.01771997042763207
2024-11-19,-0.014479846690319542,-0.01412915861424946
2024-11-20,-0.0180275587711346,-0.013795146499954725
2024-11-21,-0.012334559961123537,-0.0085008625273999
2024-11-22,-0.010741850264167963,-0.0054278265606558795
2024-11-25,-0.008657235838639199,-0.002054293830010767
2024-11-26,-0.003834387317437682,0.0
2024-11-27,-0.0038356999160563676,-0.003030163234722827
2024-11-29,0.0,0.0
2024-12-02,-0.004144143541812917,0.0
2024-12-03,-0.00373631179770495,0.0
2024-12-04,-0.0058696125933089816,0.0
2024-12-05,-0.007244291115602874,-0.0016456003578503298
2024-12-06,-0.013524418221573908,0.0
2024-12-09,-0.017603084944821545,-0.0051497285097473755
2024-12-10,-0.024480351738450756,-0.008242836582493696
2024-12-11,-0.02603158935364669,-0.0005758946094466255
2024-12-12,-0.0298416512965064,-0.005725418683762973
2024-12-13,-0.032987059819881925,-0.005923005527934233
2024-12-16,-0.039204730994949255,-0.001678108236294662
2024-12-17,-0.04335856482904121,-0.005791349110297106
2024-12-18,-0.06477073254219823,-0.03542222049587884
2024-12-19,-0.06192706129170622,-0.03571834521784656
2024-12-20,-0.04559613491944314,-0.02413636252126139
2024-12-23,-0.036649754358050624,-0.01829267794059941
2024-12-24,-0.026514698078271115,-0.00738114124035083
2024-12-26,-0.024189162348649096,-0.007315006378385558
2024-12-27,-0.03230375838606492,-0.017764416786602122
2024-12-30,-0.039849461641731754,-0.02897340703912077
2024-12-31,-0.040940195799687884,-0.03250605128876094
2025-01-02,-0.041462428874704416,-0.034883124264032506
2025-01-03,-0.03384696046418045,-0.02281581185398418
2025-01-06,-0.025381119342136604,-0.017186682258275687
2025-01-07,-0.029373245946272886,-0.028296419108988724
2025-01-08,-0.029803813963972137,-0.02687692169305267
2025-01-10,-0.044896216548650725,-0.04173385777835936
2025-01-13,-0.038888420429598836,-0.04024812328274252
2025-01-14,-0.03978695654824038,-0.03892757261546542
2025-01-15,-0.01867601444604905,-0.021445787812377604
2025-01-16,-0.02272902518040454,-0.023327615955776815
2025-01-17,-0.018096600553299202,-0.01352187050242093
2025-01-21,-0.014089546615167592,-0.004492161945571449
2025-01-22,-0.01712670550486406,0.0
2025-01-23,-0.006694749077925,0.0
2025-01-24,-0.005257238533971753,-0.002919177000467954
2025-01-27,0.0,-0.01702325186528364
2025-01-28,0.0,-0.008577176922476837
2025-01-29,0.0,-0.013021747289814312
2025-01-30,0.0,-0.007724455525658813
2025-01-31,0.0,-0.013005194522435204
2025-02-03,0.0,-0.019647322473092865
2025-02-04,0.0,-0.013070796287630415
2025-02-05,0.0,-0.00906929171216131
2025-02-06,0.0,-0.0056253005901313324
2025-02-07,-0.0071425664411221,-0.014727190083450137
