Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2021-02-26,ABBV,Healthcare,2,-0.1699182697344328,0.0146386579972657,0.080199633855441,0.033873897037802,0.0302160640408069,46.965037660458066,0.014574341771516,0.4829421572399641,Final Score=-0.17; ML Score=0.015; Momentum Score=0.08; 20D Return=0.034; 60D Return=0.03; RSI=46.965; Volatility=0.015
2021-02-26,JNJ,Healthcare,3,-0.2630190977919541,0.0155708420452627,0.0326152491391946,-0.063253704874676,0.0952447797600188,33.10773594778442,0.0125331398210951,0.4833276747224708,Final Score=-0.263; ML Score=0.016; Momentum Score=0.033; 20D Return=-0.063; 60D Return=0.095; RSI=33.108; Volatility=0.013
2021-03-31,ABBV,Healthcare,1,-0.1525194432665229,0.0131635506068322,0.1033554427273947,0.0141505214992565,0.0266577882645859,50.83852043138426,0.0167635568746421,0.6899198744887096,Final Score=-0.153; ML Score=0.013; Momentum Score=0.103; 20D Return=0.014; 60D Return=0.027; RSI=50.839; Volatility=0.017
2021-03-31,UNH,Healthcare,2,-0.2098072914393848,0.0127162256640348,0.0964808581666061,0.1177637299307521,0.0645779894827431,72.54577095192118,0.0121219084191635,0.0947488584474884,Final Score=-0.21; ML Score=0.013; Momentum Score=0.096; 20D Return=0.118; 60D Return=0.065; RSI=72.546; Volatility=0.012
2021-03-31,JNJ,Healthcare,3,-0.2776350216142443,0.0132963893366012,0.0666977890029641,0.0520420229118208,0.0501597834090454,72.55419525219338,0.0087515005059725,0.1444384561170764,Final Score=-0.278; ML Score=0.013; Momentum Score=0.067; 20D Return=0.052; 60D Return=0.05; RSI=72.554; Volatility=0.009
2021-04-30,UNH,Healthcare,1,-0.0514338500161594,0.0153671124380979,0.1146508865942286,0.0864412232970157,0.1802656796706641,72.48402061887082,0.0133955629936219,0.166090658652642,Final Score=-0.051; ML Score=0.015; Momentum Score=0.115; 20D Return=0.086; 60D Return=0.18; RSI=72.484; Volatility=0.013
2021-04-30,PFE,Healthcare,2,-0.2226279183466867,0.0140147640732082,0.0875265596965656,0.0647383564245125,0.109357099787728,69.35482453287581,0.0103053798088233,0.205512231961781,Final Score=-0.223; ML Score=0.014; Momentum Score=0.088; 20D Return=0.065; 60D Return=0.109; RSI=69.355; Volatility=0.01
2021-04-30,ABBV,Healthcare,3,-0.2316408130929186,0.0140250807990285,0.084949913527259,0.0274604077507958,0.0425432742551621,64.09367018249671,0.0104661813711651,0.5628592962596244,Final Score=-0.232; ML Score=0.014; Momentum Score=0.085; 20D Return=0.027; 60D Return=0.043; RSI=64.094; Volatility=0.01
2021-05-28,UNH,Healthcare,1,0.3260208998105363,0.0191179887747682,0.1389335610237078,0.0328987613750295,0.2339954358479929,35.909484440600835,0.0088697281964838,0.1597120188069349,Final Score=0.326; ML Score=0.019; Momentum Score=0.139; 20D Return=0.033; 60D Return=0.234; RSI=35.909; Volatility=0.009
2021-05-28,JNJ,Healthcare,2,-0.0978921408492811,0.0158007827949676,0.0824309709121446,0.0400663949096236,0.1057032201057539,43.91407028130366,0.0066898436024357,-0.2112092868497911,Final Score=-0.098; ML Score=0.016; Momentum Score=0.082; 20D Return=0.04; 60D Return=0.106; RSI=43.914; Volatility=0.007
